@relation 'eisen0.names'

@attribute alpha_0                                 numeric
@attribute alpha_7                                 numeric
@attribute alpha_14                                numeric
@attribute alpha_21                                numeric
@attribute alpha_28                                numeric
@attribute alpha_35                                numeric
@attribute alpha_42                                numeric
@attribute alpha_49                                numeric
@attribute alpha_56                                numeric
@attribute alpha_63                                numeric
@attribute alpha_70                                numeric
@attribute alpha_77                                numeric
@attribute alpha_84                                numeric
@attribute alpha_91                                numeric
@attribute alpha_98                                numeric
@attribute alpha_105                               numeric
@attribute alpha_112                               numeric
@attribute alpha_119                               numeric
@attribute elu_0                                   numeric
@attribute elu_30                                  numeric
@attribute elu_60                                  numeric
@attribute elu_90                                  numeric
@attribute elu_120                                 numeric
@attribute elu_150                                 numeric
@attribute elu_180                                 numeric
@attribute elu_210                                 numeric
@attribute elu_240                                 numeric
@attribute elu_270                                 numeric
@attribute elu_300                                 numeric
@attribute elu_330                                 numeric
@attribute elu_360                                 numeric
@attribute elu_390                                 numeric
@attribute cdc15_10                                numeric
@attribute cdc15_30                                numeric
@attribute cdc15_50                                numeric
@attribute cdc15_70                                numeric
@attribute cdc15_90                                numeric
@attribute cdc15_110                               numeric
@attribute cdc15_130                               numeric
@attribute cdc15_150                               numeric
@attribute cdc15_170                               numeric
@attribute cdc15_190                               numeric
@attribute cdc15_210                               numeric
@attribute cdc15_230                               numeric
@attribute cdc15_250                               numeric
@attribute cdc15_270                               numeric
@attribute cdc15_290                               numeric
@attribute spo_0                                   numeric
@attribute spo_2                                   numeric
@attribute spo_5                                   numeric
@attribute spo_7                                   numeric
@attribute spo_9                                   numeric
@attribute spo_11                                  numeric
@attribute spo5_2                                  numeric
@attribute spo5_7                                  numeric
@attribute spo5_11                                 numeric
@attribute spo__early                              numeric
@attribute spo__mid                                numeric
@attribute heat_0                                  numeric
@attribute heat_10                                 numeric
@attribute heat_20                                 numeric
@attribute heat_40                                 numeric
@attribute heat_80                                 numeric
@attribute heat_160                                numeric
@attribute dtt_15                                  numeric
@attribute dtt_30                                  numeric
@attribute dtt_60                                  numeric
@attribute dtt_120                                 numeric
@attribute cold_0                                  numeric
@attribute cold_20                                 numeric
@attribute cold_40                                 numeric
@attribute cold_160                                numeric
@attribute diau_540                                numeric
@attribute diau_660                                numeric
@attribute diau_780                                numeric
@attribute diau_900                                numeric
@attribute diau_1020                               numeric
@attribute diau_1140                               numeric
@attribute diau_1260                               numeric
@attribute class {R.14.04,R.11.02.03.04,R.43.01.03.05,R.42.01,R.20.09.07,R.01.05.25,R.16.01,R.01.06.02.01,R.01.04,R.20.01.15,R.12.01.01,R.01.05,R.34.01.01.01,R.14.07,R.01.07.01,R.42.16,R.11.02.03.01,R.32.01.01,R.11.04.03.01,R.14.10,R.34.11.03.07,R.11.06.02,R.16.03.03,R.16.19.03,R.11.04.01,R.20.09.18,R.20.03,R.14.13.01.01,R.11.04.03.05,R.14.07.05,R.10.01.05.01,R.10.03.01,R.18.02.01,R.42.04.05,R.16.03.01,R.01.06,R.10.03.02,R.10.01.03,R.01.06.05,R.01.05.09.07,R.14.07.02,R.01.01.06.06.01.03,R.20.01.03,R.01.01.09.06.01,R.10.03.01.03,R.14.07.02.02,R.42.04,R.20.01.01.01,R.99,R.20.09.04,R.01.02.07,R.32.07,R.01.03.01,R.16.21.07,R.14.07.11,R.02.01,R.01.01.06.05,R.20.01.13,R.10.01.09.05,R.01.06.06.11,R.20.09.07.03,R.14.01,R.01.05.02.07,R.01.04.04,R.42.19,R.02.13,R.20.09.13,R.14.13.01,R.42.04.03,R.02.13.03,R.12.07,R.32.01,R.01.03.04,R.40.01,R.01.03.01.03,R.12.04.01,R.12.10,R.14.07.04,R.02.16.01,R.20.01.07,R.01.05.06.07,R.12.04.03,R.10.01.05.03,R.12,R.11.04.03.03,R.11.02.03.01.04,R.11.04.02,R.14.07.09,R.20.01.10,R.01.02,R.20.09.01,R.01.01.09.04,R.20.09.16,R.32.01.03,R.10.01.05.03.01,R.01.03.04.03,R.01.20.15,R.01.01.11.03.01,R.01.01.09.04.01,R.10.03.01.01.09,R.12.01,R.12.04.02,R.01.01,R.01.01.03.02.01,R.01.01.09.07.01,R.01.06.02.02,R.43.01.03.09,R.10.01.03.05,R.01.06.06,R.32.05.01.03.03,R.20.01.01.01.01,R.10.03.01.01.11,R.01.07,R.11.02.03.04.03,R.20.01.03.01,R.01.01.11.04.01,R.02.19,R.01.01.03.05.01,R.14.13.04,R.01.02.02.09,R.11.02.03.01.01,R.20.01.21,R.01.06.10,R.01.01.06.02.01,R.10.03.03,R.20.01.17,R.01.03.01.01,R.01.03.16.01,R.01.01.13,R.01.01.06.05.01,R.32.01.09,R.32,R.01.03.10,R.20.09.18.09.01,R.01.01.09.02,R.11.02.03.04.01,R.20.01.03.03,R.16.07,R.01.01.06.05.01.01,R.38,R.01.01.09.03.01,R.20.01.01.07.07,R.01.01.03.03.01}
@data
-0.69,-0.69,-0.17,0.21,0.45,0.19,0.39,0.01,-0.36,-0.6,-0.23,-0.25,0.28,-0.27,0.3,-0.34,0.21,-0.71,-0.67,-0.42,-0.71,-0.32,-0.29,-0.04,-0.09,0.04,-0.27,-0.54,-0.18,-0.29,-0.45,-0.38,0.18,0.19,0.81,0.72,0.14,-0.54,0.3,0.92,0.68,0.2,-0.04,-0.81,0.19,0.24,0.52,-0.36,1.19,0.89,0.7,-0.01,-0.43,0.31,-0.79,-1.74,1.41,1.15,-0.36,-0.04,-0.12,-0.58,0.32,-0.18,-0.06,-0.07,-0.09,-0.15,-0.23,-0.12,-0.54,-1.09,-0.17,-0.27,-0.17,-0.34,-0.54,-0.4,-0.94,R.10.01.05.01
-0.6,-0.67,-0.34,-0.45,-0.67,-0.6,-0.64,-0.74,-0.71,-0.17,-0.86,-0.49,-0.42,-0.69,-1.18,-0.47,-0.54,-0.270152,-1.09,-0.64,0.15,-0.49,-0.1,-0.1,0.1,-0.51,-0.4,-0.43,0.69,-0.4,-1.29,-0.42,0.24,0.45,0.29,0.66,-0.22,0.1,0.2,0.07,0.0401471,-0.17,-0.25,-0.23,-0.15,0.01,0.12,-0.2,1.3,0.98,1.14,0.12,0.29,-0.01,-0.49,0.19,1.57,1.1,-0.2,-0.23,0.04,-0.6,-0.49,-0.1,-0.03,-0.4,-0.04,-0.22,-0.49,0.01,-0.64,-0.69,-0.18,-0.18,0.32,-0.04,-0.74,0.29,-0.86,R.10.01.05.01
-0.22,-0.71,-0.09,-0.03,0.11,-0.14,0.11,0.16,-0.1,-0.42,-0.3,-0.01,-0.01,-0.3,-0.4,-0.25,0.08,-0.29,-0.03,-0.54,-0.36,-0.3,0.04,0.03,-0.32,-0.1,-0.25,-0.38,0.07,-0.3,-0.49,-0.14,-0.62,-0.45,0.12,-0.56,-0.47,-0.38,-0.51,-0.25,-0.1,-0.58,-0.62,-0.92,-0.76,-0.64,-0.71,-0.64,0.44,0.49,0.65,-0.06,-0.01,-0.06,-0.45,-0.92,0.84,0.95,-0.07,-0.79,-0.25,0.64,-0.03,0.08,-0.04,-0.4,-0.45,-0.42,-0.38,0.34,-0.17,-0.34,-0.29,-0.12,0.04,-0.34,-0.42,-0.04,-1.09,R.43.01.03.05
-0.36,-0.45,-1.06,-0.49,-0.36,-0.23,-0.32,-0.12,-0.093956,-0.15,-0.3,-0.25,-0.27,-0.38,-0.34,-0.06,-0.115809,-0.22,-0.27,2.43,-0.4,0.2,-0.18,-0.22,0.14,0.29,0.14,0.39,-0.12,0.38,-0.2,0.23,-0.12,-0.18,-0.25,-0.14,-0.4,-0.09,-0.34,-0.45,0.11,0.21,-0.2,0.69,-0.12,-0.34,-0.45,-0.17,1.04,1.28,0.98,0.43,0.58,-0.6,-0.81,-1.64,2.19,2.61,-0.47,-0.47,-0.17,0.06,-0.2,-0.92,-0.49,-0.45,-0.2,-0.69,0.04,-0.07,-0.51,0.04,0.08,-0.09,-0.29,-0.3,-0.4,-0.4,-1.12,R.11.02.03.04
-0.27,-0.67,-0.22,-0.49,-0.01,-0.18,-0.22,-0.43,-0.14,-0.18,0.58,0.25,-0.01,-0.14,0.04,0.19,-0.64,-0.29,-0.4,-0.23,-0.36,-0.17,-0.15,-0.12,-0.07,0.01,-0.0494118,-0.01,-0.2,0.14,0.19,-0.07,0.07,0.06,0.04,-0.04,0.07,0.06,0.01,-0.09,0.15,0.12,-0.25,0.74,0.24,-0.2,-0.2,-0.42,0.55,-0.1278,0.33,0.23,0.1,-0.43,-0.56,-1.22,1.17,1.34,-0.09,0.12,-0.07,0.1,-0.14,-0.36,-0.18,-0.62,-0.36,-0.04,0.07,0.11,-0.12,0.12,0.18,0.3,0.18,0.01,-0.22,0.37,-0.45,R.16.01
-0.42,-0.94,0.14,0.25,0.39,-0.17,0.2,-0.3,-0.22,-0.38,-0.01,-0.09,0.08,-0.43,-0.17,-0.42,-0.62,-0.18,-0.51,-0.49,-0.58,-0.1,0.04,0.04,0.1,0.23,-0.09,-0.1,-0.09,-0.04,-0.43,-0.22,-0.04,-0.12,-0.07,-0.62,-0.6,-0.32,0.28,0.75,-0.36,-1.22,-0.56,-0.0385987,-0.56,-0.07,-0.36,-0.47,0.91,0.56,0.36,-0.17,-0.36,0.19,-0.1,-0.58,0.83,0.64,-0.3,-0.51,-0.29,-0.12,-0.27,0.08,-0.09,-0.12,-0.34,-0.01,-0.18,0.4,0.26,-0.01,-0.01,0.26,0.48,-0.07,0.03,0.07,-0.29,R.01.04
-0.62,2.13,0.19,0.99,0.62,-0.17,-0.22,-0.2,-0.09,-0.64,0.28,0.73,0.71,0.08,0.2,-0.54,-0.69,-0.47,-0.47,-0.79,-0.06,-0.07,0.25,-0.0842647,0.23,-0.2,-0.15,0.15,-0.56,-0.47,-1.18,-0.38,-0.84,-0.49,-0.6,0.49,-0.07,0.07,0.11,0.16,0.11,-0.49,-0.22,-1.22,-0.29,0.07,-0.12,-0.38,1.8,1.61,1,0.12,-0.14,-0.0430303,-0.84,-1.89,2.66,2.2,0.03,-0.81,0.9,0.31,-0.0935294,0.95,-0.56,-0.6,-0.94,-0.81,0.4,0.58,1.09,0.16,0.03,-0.110909,0.29,-0.1,-0.15,-0.29,-0.71,R.10.01.05.01
-0.04,-0.15,0.33,0.2,0.15,-0.32,0.08,-0.04,-0.18,-0.42,-0.18,0.03,0.15,-0.36,-0.09,-0.34,-0.49,-0.3,-0.1,-0.12,-0.43,-0.42,0.14,-0.43,-0.03,0.04,-0.15,-0.64,0.1,-0.07,0.08,-0.12,0.08,0.28,0.39,-0.01,-0.09,-0.2,0.33,0.36,0.04,-0.12,-0.32,-0.36,0.18,-0.14,0.16,-0.38,0.94,0.57,0.14,-0.42,-0.4,0.54,-0.84,-1.12,1.36,1.15,0.0725,-0.23,0.29,-0.03,0.03,0.38,0.19,0.03,-0.34,-0.42,0.7,0.31,0.07,0.01,-0.04,-0.03,0.14,-0.32,-0.32,0.1,-0.25,R.10.03.02
-0.74,-0.51,-0.62,-0.2,-0.34,0.04,-0.14,-0.3,-0.2,-0.07,-0.42,-0.56,-0.29,-0.49,-0.09,-0.07,-0.42,-0.45,-0.3,0.07,-0.23,-0.22,-0.03,0.03,-0.04,0.24,-0.03,0.06,0.16,-0.12,-0.49,-0.09,-0.43,-0.81,-0.18,0.57,0.5,0.16,-0.27,0.16,0.51,0.37,0.07,-0.22,-0.43,-0.42,-0.2,-0.17,0.62,0.32,0.34,-0.06,-0.03,0.1,-0.32,-0.74,0.73,0.59,0.14,-0.32,0.01,-0.0622222,0.21,-0.27,-0.17,-0.76,-0.17,-0.42,-0.09,0.07,-0.67,-1.25,-0.09,-0.36,0.134875,-0.18,-0.3,-0.17,-0.89,R.01.04
-0.6,-0.54,-0.43,-0.94,0.16,-0.27,0.1,-0.54,-0.27,-0.3,-0.34,0.03,0.03,-0.27,-0.23,-0.32,-0.27,-0.43,-0.81,-0.6,-0.74,-0.6,-0.56,-0.29,-0.3,0.14,0.21,0.03,-0.15,0.14,0.01,-0.01,-0.56,-0.56,-0.07,-0.07,-0.12,-0.2,-0.3,0.01,-0.09,-0.22,-0.2,-1.74,-0.45,-0.45,-0.49,-0.51,0.19,0.44,0.28,-0.3,-0.22,-0.12,-0.71,-1.15,1.06,0.75,-0.34,-0.04,0.1,-0.42,0.03,-0.3,-0.14,-0.64,-0.1,-0.43,-0.32,-0.3,-0.64,-0.6,0.07,-0.07,0.19,-0.121071,-0.06,-0.42,-0.84,R.20.09.18
-1.29,-1.69,-0.86,-0.56,0.11,-0.23,0.42,0.4,-0.07,0.29,-0.54,0.03,-0.14,-0.06,-0.06,0.2,-0.29,0.29,-1.15,-0.86,-1,-0.76,-0.67,-0.29,-0.06,0.8,0.48,0.49,-0.34,0.31,0.08,-0.06,-0.45,-0.69,0.11,0.6,0.64,-0.01,-0.54,0.03,0.12,0.19,0.04,-0.36,-0.71,-0.76,-0.47,-0.43,-0.0919108,0.51,1.47,1.06,0.86,0.58,-0.01,-0.3,2.08,1.12,-0.07,-0.14,-0.34,-0.36,0.25,-0.79,0.03,-0.36,0.23,0.08,-0.51,-0.49,-1.47,-1.64,-0.019875,-0.15,0.3,0.07,0.03,-0.51,-1.18,R.01.04
-0.45,-0.51,-0.29,-0.01,-0.354839,0.12,0.25,0.04,-0.32,-0.29,-0.49,-0.42,-0.14,-0.23,0.04,-0.12,0.14,-0.18,-0.54,-1,-0.43,-0.71,-0.3,-0.2,-0.213529,-0.07,-0.14,-0.49,-0.45,-0.32,-0.42,-0.56,0.0320588,0.03,0.29,-0.1,0.01,-0.29,-0.23,0.14,0.18,0.01,-0.06,-0.42,-0.18,-0.18,-0.17,-0.38,0.99,0.93,0.7,0.7,0.23,0.08,-0.22,-0.71,0.69,0.33,-0.4,-0.38,-0.29,-0.27,0.04,1.02,-0.18,0.04,-0.23,-0.49,-0.36,-0.01,-0.3,-0.23,-0.03,-0.06,0.32,-0.01,0.03,0.04,-0.49,R.11.02.03.01
-0.12,-0.36,0.2,-0.1,0.14,-0.22,0.15,-0.15,-0.15,-0.3,-0.09,-0.25,0.03,-0.29,-0.03,-0.34,-0.155882,-0.153529,-0.34,-0.4,-0.43,-0.22,-0.12,0.1,-0.17,-0.23,-0.15,-0.09,-0.01,-0.27,-0.4,-0.17,-0.4,-0.29,-0.2,0.11,-0.4,-0.22,-0.2,0.0638889,0.3,-0.47,-0.3,-0.79,-0.56,-0.42,-0.3,-0.45,0.73,0.54,0.67,0.25,-0.27,-0.15,-0.32,-1.06,0.95,1.48,0.39,0.2,0.3,0.58,0.26,0.51,0.3,-0.43,-0.49,-0.14,0.3,0.49,-0.38,-0.18,0.1,0.37,0.87,-0.01,0.32,0.33,0.07,R.01.06
-0.4,0.07,-0.25,-0.56,-0.22,0.07,-0.22,-0.03,-0.04,0.14,0.23,-0.01,-0.09,-0.04,-0.58,0.12,-0.38,0.03,-0.0376429,0.03,-0.03,-0.49,-0.27,0.07,-0.4,-0.43,-0.42,-0.15,-0.47,-0.74,-0.36,0.21,-0.64,-0.94,-0.49,-0.56,-0.71,-0.71,-0.29,-0.47,-0.25,-0.2,-0.12,0.39,0.24,0.06,0.3,0.11,1.66,0.86,1.56,1.93,1.74,0.68,0.11,0.5,1.94,1.66,0.12,-0.09,0.15,-0.07,0.08,0.03,-0.32,-0.81,-0.62,-0.36,-0.29,0.31,0.38,0.01,-0.32,0.52,-0.3,-0.6,-0.69,0.38,-0.01,R.11.02.03.04
-0.32,-0.12,-0.17,-0.29,-0.17,0.1,-0.04,-0.22,0.03,-0.17,-0.23,-0.29,-0.25,-0.43,-0.32,0.04,-0.18,-0.34,0.39,-0.03,-0.14,0.04,-0.74,-0.45,-0.32,0.33,0.32,0.26,0.11,0.61,0.93,0.75,-0.43,-0.18,-0.36,0.3,-0.3,-0.38,-0.38,0.04,-0.42,-0.29,-0.27,0.01,-0.54,-0.45,-0.45,0.19,1.38,1.42,0.82,0.77,1.44,0.01,-0.56,-0.170732,1.37,1.52,0.01,0.74,0.25,-0.15,0.3,-0.09,-0.27,-0.47,-0.17,-0.6,-0.4,0.32,-0.56,-0.3,-0.12,-0.2,0.24,0.19,0.16,0.67,0.68,R.42.01
0.46,-0.01,0.03,-0.06,-0.07,-0.17,0.01,-0.27,-0.15,-0.47,-0.04,-0.14,0.08,-0.43,-0.04,-0.17,-0.47,-0.18,0.19,0.1,-0.01,-0.14,-0.27,-0.32,-0.2,-0.32,0.03,-0.07,-0.4,0.06,-0.2,0.04,-0.12,0.23,-0.17,-1.36,-0.45,0.01,0.01,-0.03,0.11,-0.01,-0.18,-0.34,0.04,0.06,0.06,-0.17,1.37,2.2,1.49,1.55,1.77,-0.89,-0.29,-0.29,2.5,2.61,-0.0973913,1.06,0.28,0.3,0.1,0.24,-0.47,-0.43,-0.42,-0.86,0.01,0.2,0.39,0.56,-0.4,-0.3,0.1,-0.36,-0.54,0.86,1.69,R.11.04.03.01
0.14,-0.34,0.01,-0.42,-0.144963,-0.22,0.2,-0.07,0.03,-0.04,-0.06,-0.17,-0.06,-0.237555,-0.3,0.15,0.03,-0.07,0.04,-0.32,-0.45,-0.49,-0.34,-0.54,-0.58,-0.58,-0.43,-0.3,-0.38,-0.4,-0.56,-0.43,-0.14,0.04,-0.03,-0.43,-0.07,-0.09,-0.45,-0.47,-0.34,-0.18,-0.27,0.39,-0.25,-0.22,-0.34,-0.34,0.58,1.26,1.06,0.11,-0.18,-0.79,-0.49,-0.92,1.49,2.53,-0.04,-0.06,0.38,0.15,0.21,0.52,-0.42,-0.34,-0.1,-0.15,0.21,0.29,0.03,-0.18,-0.4,-0.12,0.07,-0.34,-0.36,0.32,-0.17,R.11.02.03.04
-0.12,-0.29,0.06,-0.27,0.14,-0.32,0.16,-0.07,-0.14,-0.04,-0.36,-0.4,-0.06,-0.34,-0.01,-0.07,0.03,-0.1,-0.64,-0.38,-0.81,-0.6,-0.14,0.04,-0.17,-0.0485937,0.28,0.28,0.06,0.23,0.11,-0.04,0.12,-0.09,0.04,-0.01,0.32,0.37,-0.22,-0.07,-0.42,-0.156935,-0.0696825,0.14,0.11,-0.2,-0.18,-0.34,1.2,1.95,1.9,0.9,0.07,-0.79,-0.4,-1.56,2.87,2.98,-0.23,0.61,-0.07,0.8,0.26,0.68,-0.79,-0.69,-0.27,-0.49,0.2,0.32,0.58,-0.47,-0.03,-0.07,-0.34,-0.36,-0.25,-0.14,0.32,R.14.10
-0.17,-0.81,-0.4,-0.2,-0.121818,0.52,0.15,0.07,-0.25,-0.149565,-0.38,-0.23,-0.29,-0.23,0.04,-0.22,-0.07,-0.23,0.04,-0.38,-0.47,-0.64,-0.42,-0.56,-0.45,-0.45,-0.22,-0.32,-0.58,-0.23,-0.1,-0.47,-0.25,-0.29,-0.25,-0.14,-0.23,-0.25,-0.22,0.39,-0.27,-0.01,-0.17,-0.23,-0.14,-0.29,-0.49,-0.45,0.75,1.95,1.38,0.92,0.21,-1.18,-0.58,-1.51,1.12,2.2,-0.25,-0.38,-0.67,0.36,-0.09,0.5,-0.81,-0.49,-0.56,-0.32,-0.1,0.11,-0.47,0.01,-0.01,0.03,0.15,0.08,-0.07,-0.09,-0.1,R.16.03.03
-0.09,-0.56,0.03,-0.06,0.04,-0.42,0.03,-0.29,-0.01,-0.22,-0.2,-0.2,0.1,-0.27,-0.32,-0.27,-0.14,-0.2,-0.6,-0.58,-0.49,-0.67,-0.47,-0.36,-0.42,-0.38,-0.12,-0.12,-0.17,-0.2,-0.54,0.11,-1.12,-0.09,-0.29,-0.15,-0.54,-1.6,-0.42,0.68,1.57,-1.25,-0.64,-0.0569697,-0.81,-0.42,-0.79,-0.36,1.4,2.03,2.24,1.37,1.27,-1.12,-1.22,-2.18,2.14,2,-0.14,-0.17,-0.2,-0.01,0.03,1.54,-0.67,-0.34,-0.74,-0.38,-0.84,0.01,-0.36,-0.45,-0.74,0.36,-0.18,-0.69,-0.56,0.1,-0.23,R.14.13.01.01
-0.15,-0.38,0.4,0.96,0.34,0.01,0.37,0.2,-0.03,-0.07,-0.01,0.12,0.01,0.01,-0.07,-0.01,-0.79,-0.2,0.53,0.08,-0.3,-0.17,-0.25,-0.51,-0.27,0.07,-0.36,-0.32,-0.47,0.04,-0.49,0.07,0.14,0.28,0.83,-0.09,-0.2,-0.4,0.12,0.21,0.28,-0.03,-0.18,0.44,-1.22,0.39,0.41,-0.15,0.7,0.44,0.9,0.88,0.86,-0.3,0.04,0.33,1.39,1.55,-0.01,0.43,0.07,0.31,0.07,0.58,-0.18,-0.38,-0.15,-0.38,-0.18,0.36,-0.15,-0.09,-0.22,-0.25,0.31,-0.01,-0.14,0.86,0.54,R.01.07.01
-0.112312,-0.22,-0.07,-0.06,0.03,-0.01,0.26,0.08,0.06,-0.29,-0.0193069,-0.2,-0.07,-0.38,0.1,-0.12,0.04,-0.12,-0.4,-0.34,-0.23,-0.22,-0.03,0.03,-0.32,-0.01,-0.0494118,-0.29,-0.56,-0.22,-0.4,-0.12,-0.3,0.14,-0.67,-0.4,-0.49,-0.18,0.08,1.73,0.33,-1.29,-0.62,0.7,-0.97,0.32,-0.71,-0.3,0.78,0.86,0.6,0.26,-0.03,-0.1,-0.34,-0.74,0.77,1.52,-0.34,-0.27,0.0966169,0.63,0.26,0.56,-0.32,-0.09,-0.45,-0.45,-0.34,0.6,0.18,-0.15,-0.17,-0.2,-0.14,-0.14,-0.03,0.11,0.24,R.16.01
0.07,-0.49,0.01,-0.43,0.12,0.08,0.18,0.24,0.2,-0.2,-0.04,0.24,-0.07,0.19,-0.04,0.03,0.1,0.12,0.31,0.01,-0.38,0.15,-0.03,-0.36,-0.1,-0.07,-0.23,-0.29,-0.23,-0.29,-0.45,-0.38,-0.3,-0.17,0.11,-0.15,-0.22,-0.18,-0.04,0.19,0.48,-0.27,-0.184183,0.21,0.25,0.33,0.51,0.24,0.99,0.99,1.01,0.61,0.28,0.04,-0.1,-1.06,1.26,2.24,-0.67,-0.89,-0.32,-0.62,-0.71,0.33,0.01,0.12,-1.18,-0.56,-0.32,0.31,-0.18,-0.4,-0.1,-0.18,0.21,0.01,-0.23,0.51,0.01,R.16.01
-0.14,0.63,0.04,0.39,-0.18,0.76,0.03,0.43,0.37,0.54,0.12,0.33,0.03,0.14,0.1,0.42,0.25,-0.103478,0.06,0.19,0.06,-0.14,-0.03,0.04,-0.07,-0.23,-0.45,-0.3,0.1,-0.45,-0.54,0.07,-0.25,0.14,-0.09,0.03,-0.14,-0.09,-0.38,-0.25,-0.15,-0.18,-0.4,0.37,-0.17,-0.71,-0.27,0.16,0.43,0.74,0.76,0.51,0.3,-0.27,-0.17,-0.97,0.52,1.66,-0.4,-0.43,-0.34,-0.12,-0.07,-0.18,-0.22,-0.04,-0.17,-0.17,-0.27,0.18,-0.32,0.33,0.06,-0.12,0.39,-0.25,-0.32,-0.14,-0.81,R.11.04.03.01
0.01,-0.1,0.1,0.19,0.25,0.23,-0.34,0.49,0.45,0.01,0.43,0.11,0.01,0.04,0.28,0.44,0.06,-0.15,0.14,-0.43,-0.03,0.2,0.15,-0.04,0.04,0.38,0.18,0.14,0.07,0.21,-0.29,0.44,-0.47,-0.51,-0.38,0.68,0.1,0.01,-0.04,0.12,-0.03,0.04,0.08,-0.18,-0.0955556,-0.07,0.03,0.3,0.82,0.94,0.53,-0.2,-0.69,0.657778,-0.2,-1.69,1.1,1.24,0.03,0.06,-0.3,-0.2,-0.01,-0.12,0.65,-0.89,0.34,0.25,0.3,0.16,-0.45,-0.32,0.36,0.19,0.53,0.11,0.16,0.31,-0.62,R.16.21.07
0.0257143,0.12,0.38,0.21,0.41,0.23,-0.17,0.19,0.57,0.11,0.93,0.33,-0.01,-0.372857,0.2,0.62,0.04,0.23,-0.42,-0.1,-0.4,-0.15,-0.54,-0.42,-0.25,0.37,0.06,0.26,-0.03,0.16,0.08,0.2,-0.64,-1.18,-0.92,-0.42,-0.81,-0.23,-0.15,-0.18,-0.18,-0.1,0.45,0.21,0.43,0.2,0.39,0.19,1.31,1.42,0.89,0.31,-0.1,0.03,-0.74,-1.79,2.14,2.58,0.21,0.51,0.15,0.87,0.44,0.44,-0.23,-0.47,0.64,0.19,-0.17,-0.84,-0.84,-0.6,0.45,0.21,0.2,-0.36,-0.62,-0.12,-0.3,R.14.13.01
-0.04,-0.34,0.21,0.1,0.34,-0.27,0.28,-0.2,-0.17,-0.54,-0.22,-0.32,0.01,-0.43,-0.03,-0.49,0.03,-0.47,0.07,-0.14,-0.38,-0.79,-0.84,-0.43,0.04,-0.23,-0.15,-0.49,-0.09,0.06,-0.06,-0.27,-0.388571,-0.04,0.06,-0.06,0.3,0.04,0.12,0.88,-0.07,0.01,-0.326667,0.46,0.65,0.89,1.06,-0.29,0.61,0.8,0.52,-0.43,-0.62,0.26,-0.74,-1.4,1.14,1.82,-0.06,1.01,0.38,-0.49,0.26,-0.23,0.24,-0.32,0.31,-0.07,-0.07,-0.3,-0.3,-0.79,0.21,0.39,0.59,-0.23,-0.03,0.55,0.58,R.34.11.03.07
-0.04,-0.03,-0.03,-0.106667,-0.17,0.14,-0.23,0.4,0.31,-0.14,0.38,-0.123333,0.01,-0.29,-0.1,0.25,-0.27,-0.04,0.68,0.21,0.01,-0.18,-0.32,-0.38,-0.14,-0.14,-0.09,-0.18,0.03,-0.17,0.01,-0.03,-0.38,-0.38,-0.34,-0.07,-0.17,-0.17,-0.04,0.0506061,-0.09,0.07,0.18,-0.09,0.37,0.15,0.28,-0.17,0.3,0.53,0.41,-0.23,-0.62,-0.29,-0.32,-1.22,1.01,1.83,-0.06,-0.03,0.08,-0.42,-0.4,-0.17,0.16,0.32,0.31,0.06,-0.1,-0.2,-0.2,0.2,0.38,0.21,0.11,-0.51,-0.34,-0.06,-0.69,R.14.13.01.01
0.06,0.04,-0.03,-0.12,0.14,-0.09,0.3,-0.01,0.11,0.03,0.04,0.01,-0.06,-0.45,-0.12,-0.1,0.11,-0.27,0.58,0.59,-0.25,-0.32,-0.58,-0.34,-0.34,0.11,0.21,-0.12,-0.3,0.58,0.34,0.28,-0.89,-0.74,-0.64,-0.69,-0.56,-0.69,-0.29,-0.32,-0.45,-0.2,-0.12,0.11,0.72,0.56,0.67,-0.09,-0.0919108,1.2,0.74,-0.03,-0.42,-0.2,-0.56,-1.74,1.41,2.27,-0.27,-0.32,-0.2,0.18,-0.27,-0.42,0.25,0.06,0.42,-0.278634,-0.32,-0.97,-0.14,-0.51,0.12,0.5,0.42,-0.124847,-0.01,0.82,0.14,R.01.04
0.26,0.01,0.21,0.08,0.14,-0.14,0.14,-0.0770588,0.32,-0.03,0.23,0.2,0.11,-0.1,-0.2,-0.12,-0.2,-0.07,1.19,0.56,0.08,0.15,-0.06,-0.1,0.04,0.25,0.2,-0.04,0.1,0.46,0.15,0.34,-0.51,-0.47,-0.45,-0.64,-1.09,-0.47,0.1,-0.09,-0.15,0.04,0.12,0.39,0.81,0.63,0.65,-0.09,0.38,0.67,0.23,-0.34,-0.58,-0.23,-0.4,-1,1.12,1.85,-0.47,-0.25,0.29,-0.23,-0.34,-0.64,0.58,0.34,0.7,0.34,-0.32,-0.27,-0.25,0.01,-0.03,-0.17,-0.1,-0.43,-0.27,1.04,0.29,R.14.13.01.01
